,date_name,local_team_id,local_team,local_result,visitor_result,visitor_team,visitor_team_id
15404,Torneo Nacional 1983 - Torneo Nacional,40,Ferro,2,2,Estudiantes (LP),37
15405,Torneo Nacional 1983 - Torneo Nacional,37,Estudiantes (LP),1,0,Ferro,40
15406,Metropolitano 1982 - Fecha 27,37,Estudiantes (LP),2,0,Ferro,40
15407,Metropolitano 1982 - Fecha 8,40,Ferro,0,0,Estudiantes (LP),37
15408,Metropolitano 1981 - Fecha 26,40,Ferro,0,0,Estudiantes (LP),37
15409,Metropolitano 1981 - Fecha 9,37,Estudiantes (LP),0,1,Ferro,40
15410,Metropolitano 1980 - Fecha 26,37,Estudiantes (LP),1,1,Ferro,40
15411,Metropolitano 1980 - Fecha 7,40,Ferro,2,1,Estudiantes (LP),37
15412,Metropolitano 1979 - Grupo B,37,Estudiantes (LP),0,0,Ferro,40
15413,Metropolitano 1979 - Grupo B,40,Ferro,2,2,Estudiantes (LP),37
15414,Nacional 1978 - Grupo A,40,Ferro,4,1,Estudiantes (LP),37
15415,Nacional 1978 - Grupo A,37,Estudiantes (LP),2,3,Ferro,40
15416,Metropolitano 1977 - Fecha 27,37,Estudiantes (LP),1,1,Ferro,40
15417,Metropolitano 1977 - Fecha 4,40,Ferro,1,2,Estudiantes (LP),37
15418,Metropolitano 1976 - Grupo A,40,Ferro,2,2,Estudiantes (LP),37
15419,Metropolitano 1976 - Grupo A,37,Estudiantes (LP),1,0,Ferro,40
15420,Metropolitano 1975 - Fecha 26,37,Estudiantes (LP),1,0,Ferro,40
15421,Metropolitano 1975 - Fecha 7,40,Ferro,5,0,Estudiantes (LP),37
15422,Metropolitano 1974 - Grupo B,37,Estudiantes (LP),1,2,Ferro,40
15423,Metropolitano 1974 - Grupo B,40,Ferro,1,1,Estudiantes (LP),37
15424,Metropolitano 1973 - Fecha 30,37,Estudiantes (LP),1,0,Ferro,40
15425,Metropolitano 1973 - Fecha 13,40,Ferro,1,2,Estudiantes (LP),37
15426,Metropolitano 1972 - Fecha 29,37,Estudiantes (LP),0,0,Ferro,40
15427,Metropolitano 1972 - Fecha 12,40,Ferro,0,1,Estudiantes (LP),37
15428,Nacional 1972 - Grupo B,37,Estudiantes (LP),0,0,Ferro,40
15429,Nacional 1972 - Grupo Reclasificatorio,37,Estudiantes (LP),0,4,Ferro,40
15430,Metropolitano 1971 - Fecha 32,37,Estudiantes (LP),1,0,Ferro,40
15431,Metropolitano 1971 - Fecha 13,40,Ferro,2,0,Estudiantes (LP),37
15432,Metropolitano 1968 - Grupo A,40,Ferro,1,2,Estudiantes (LP),37
15433,Metropolitano 1968 - Grupo A,37,Estudiantes (LP),4,1,Ferro,40
15434,Nacional 1967 - Fecha 8,40,Ferro,1,1,Estudiantes (LP),37
15435,Campeonato 1966 - Fecha 20,37,Estudiantes (LP),3,0,Ferro,40
15436,Campeonato 1966 - Fecha 1,40,Ferro,0,1,Estudiantes (LP),37
15437,Campeonato 1965 - Fecha 24,37,Estudiantes (LP),1,1,Ferro,40
15438,Campeonato 1965 - Fecha 7,40,Ferro,3,0,Estudiantes (LP),37
15439,Campeonato 1964 - Fecha 17,40,Ferro,3,1,Estudiantes (LP),37
15440,Campeonato 1964 - Fecha 2,37,Estudiantes (LP),1,1,Ferro,40
15441,Campeonato 1962 - Fecha 26,40,Ferro,0,0,Estudiantes (LP),37
15442,Campeonato 1962 - Fecha 11,37,Estudiantes (LP),1,3,Ferro,40
15443,Campeonato 1961 - Fecha 26,37,Estudiantes (LP),2,0,Ferro,40
15444,Campeonato 1961 - Fecha 11,40,Ferro,3,1,Estudiantes (LP),37
15445,Campeonato 1960 - Fecha 27,40,Ferro,1,2,Estudiantes (LP),37
15446,Campeonato 1960 - Fecha 12,37,Estudiantes (LP),2,0,Ferro,40
15447,Campeonato 1959 - Fecha 30,40,Ferro,2,2,Estudiantes (LP),37
15448,Campeonato 1959 - Fecha 15,37,Estudiantes (LP),2,4,Ferro,40
15449,Campeonato 1957 - Fecha 27,40,Ferro,3,3,Estudiantes (LP),37
15450,Campeonato 1957 - Fecha 12,37,Estudiantes (LP),2,1,Ferro,40
15451,Campeonato 1956 - Fecha 25,40,Ferro,1,3,Estudiantes (LP),37
15452,Campeonato 1956 - Fecha 10,37,Estudiantes (LP),1,4,Ferro,40
15453,Campeonato 1955 - Fecha 29,37,Estudiantes (LP),3,0,Ferro,40
15454,Campeonato 1955 - Fecha 14,40,Ferro,2,2,Estudiantes (LP),37
15455,Campeonato 1953 - Fecha 24,37,Estudiantes (LP),0,3,Ferro,40
15456,Campeonato 1953 - Fecha 9,40,Ferro,3,1,Estudiantes (LP),37
15457,Campeonato 1952 - Fecha 28,40,Ferro,1,0,Estudiantes (LP),37
15458,Campeonato 1952 - Fecha 13,37,Estudiantes (LP),3,0,Ferro,40
15459,Campeonato 1951 - Fecha 25,40,Ferro,0,2,Estudiantes (LP),37
15460,Campeonato 1951 - Fecha 8,37,Estudiantes (LP),5,2,Ferro,40
15461,Campeonato 1950 - Fecha 25,40,Ferro,3,0,Estudiantes (LP),37
15462,Campeonato 1950 - Fecha 8,37,Estudiantes (LP),3,2,Ferro,40
15463,Campeonato 1949 - Fecha 26,40,Ferro,0,0,Estudiantes (LP),37
15464,Campeonato 1949 - Fecha 9,37,Estudiantes (LP),1,1,Ferro,40
15465,Campeonato 1946 - Fecha 29,37,Estudiantes (LP),3,1,Ferro,40
15466,Campeonato 1946 - Fecha 14,40,Ferro,0,3,Estudiantes (LP),37
15467,Campeonato 1945 - Fecha 25,40,Ferro,0,3,Estudiantes (LP),37
15468,Campeonato 1945 - Fecha 10,37,Estudiantes (LP),2,0,Ferro,40
15469,Campeonato 1944 - Fecha 30,37,Estudiantes (LP),5,0,Ferro,40
15470,Campeonato 1944 - Fecha 15,40,Ferro,2,2,Estudiantes (LP),37
15471,Campeonato 1943 - Fecha 25,37,Estudiantes (LP),0,1,Ferro,40
15472,Campeonato 1943 - Fecha 10,40,Ferro,1,3,Estudiantes (LP),37
15473,Campeonato 1942 - Fecha 18,40,Ferro,0,0,Estudiantes (LP),37
15474,Campeonato 1942 - Fecha 3,37,Estudiantes (LP),4,1,Ferro,40
15475,Campeonato 1941 - Fecha 25,40,Ferro,4,2,Estudiantes (LP),37
15476,Campeonato 1941 - Fecha 10,37,Estudiantes (LP),3,1,Ferro,40
15477,Campeonato 1940 - Fecha 33,40,Ferro,2,0,Estudiantes (LP),37
15478,Campeonato 1940 - Fecha 16,37,Estudiantes (LP),4,1,Ferro,40
15479,Campeonato 1939 - Fecha 32,37,Estudiantes (LP),3,3,Ferro,40
15480,Campeonato 1939 - Fecha 15,40,Ferro,0,2,Estudiantes (LP),37
15481,Campeonato 1938 - Fecha 20,37,Estudiantes (LP),3,3,Ferro,40
15482,Campeonato 1938 - Fecha 3,40,Ferro,5,3,Estudiantes (LP),37
15483,Campeonato 1937 - Fecha 35,37,Estudiantes (LP),1,1,Ferro,40
15484,Campeonato 1937 - Fecha 17,40,Ferro,2,3,Estudiantes (LP),37
15485,Campeonato 1936 - Fecha 12,40,Ferro,2,4,Estudiantes (LP),37
15486,Copa de Honor 1936 - Fecha 12,37,Estudiantes (LP),5,0,Ferro,40
15487,Campeonato 1935 - Fecha 22,40,Ferro,5,4,Estudiantes (LP),37
15488,Campeonato 1935 - Fecha 5,37,Estudiantes (LP),5,0,Ferro,40
15489,Campeonato 1934 - Fecha 28,37,Estudiantes (LP),4,3,Ferro,40
15490,Campeonato 1934 - Fecha 17,37,Estudiantes (LP),2,1,Ferro,40
15491,Campeonato 1934 - Fecha 4,40,Ferro,1,1,Estudiantes (LP),37
15492,Campeonato 1933 - Fecha 19,37,Estudiantes (LP),1,0,Ferro,40
15493,Campeonato 1933 - Fecha 2,40,Ferro,4,0,Estudiantes (LP),37
15494,Campeonato 1932 - Fecha 32,40,Ferro,1,0,Estudiantes (LP),37
15495,Campeonato 1932 - Fecha 15,37,Estudiantes (LP),3,1,Ferro,40
15496,Campeonato 1931 - Fecha 23,37,Estudiantes (LP),8,0,Ferro,40
15497,Campeonato 1931 - Fecha 6,40,Ferro,2,5,Estudiantes (LP),37
15498,Torneo Clausura 2009 - Fecha 10,42,Gimnasia (J),0,0,Estudiantes (LP),37
15499,Torneo Apertura 2008 - Fecha 10,37,Estudiantes (LP),2,0,Gimnasia (J),42
15500,Torneo Clausura 2008 - Fecha 2,42,Gimnasia (J),0,2,Estudiantes (LP),37
15501,Torneo Apertura 2007 - Fecha 2,37,Estudiantes (LP),1,0,Gimnasia (J),42
15502,Torneo Clausura 2007 - Fecha 2,42,Gimnasia (J),0,0,Estudiantes (LP),37
15503,Torneo Apertura 2006 - Fecha 2,37,Estudiantes (LP),1,0,Gimnasia (J),42
15504,Torneo Clausura 2006 - Fecha 14,37,Estudiantes (LP),0,4,Gimnasia (J),42
15505,Torneo Apertura 2005 - Fecha 14,42,Gimnasia (J),0,1,Estudiantes (LP),37
15506,Torneo Clausura 2000 - Fecha 3,37,Estudiantes (LP),5,1,Gimnasia (J),42
15507,Torneo Apertura 1999 - Fecha 3,42,Gimnasia (J),2,1,Estudiantes (LP),37
15508,Torneo Clausura 1999 - Fecha 12,42,Gimnasia (J),1,1,Estudiantes (LP),37
15509,Torneo Apertura 1998 - Fecha 12,37,Estudiantes (LP),1,1,Gimnasia (J),42
15510,Torneo Clausura 1998 - Fecha 13,42,Gimnasia (J),1,0,Estudiantes (LP),37
15511,Torneo Apertura 1997 - Fecha 13,37,Estudiantes (LP),3,2,Gimnasia (J),42
15512,Torneo Clausura 1997 - Fecha 4,37,Estudiantes (LP),3,2,Gimnasia (J),42
15513,Torneo Apertura 1996 - Fecha 4,42,Gimnasia (J),2,0,Estudiantes (LP),37
15514,Torneo Clausura 1996 - Fecha 12,42,Gimnasia (J),1,0,Estudiantes (LP),37
15515,Torneo Apertura 1995 - Fecha 12,37,Estudiantes (LP),4,1,Gimnasia (J),42
15516,Nacional 1980 - Grupo A,42,Gimnasia (J),1,1,Estudiantes (LP),37
15517,Nacional 1980 - Grupo A,37,Estudiantes (LP),4,0,Gimnasia (J),42
15518,Nacional 1975 - Ronda Final,42,Gimnasia (J),0,1,Estudiantes (LP),37
15519,Nacional 1970 - Grupo B,42,Gimnasia (J),1,1,Estudiantes (LP),37
15520,Nacional 1970 - Grupo B,37,Estudiantes (LP),3,0,Gimnasia (J),42
15521,Superliga 2019/20 - Fecha 12,43,Gimnasia (LP),0,1,Estudiantes (LP),37
15522,Superliga 2018/19 - Fecha 22,37,Estudiantes (LP),1,0,Gimnasia (LP),43
15523,Superliga 2017/18 - Fecha 15,43,Gimnasia (LP),0,0,Estudiantes (LP),37
15524,Campeonato 2016/17 - Fecha 24,37,Estudiantes (LP),1,0,Gimnasia (LP),43
15525,Campeonato 2016/17 - Fecha 5,43,Gimnasia (LP),0,0,Estudiantes (LP),37
15526,Torneo 2016 - Fecha 12,43,Gimnasia (LP),0,0,Estudiantes (LP),37
15527,Torneo 2016 - Fecha 7,37,Estudiantes (LP),3,0,Gimnasia (LP),43
15528,Campeonato 2015 - Fecha 24,37,Estudiantes (LP),1,1,Gimnasia (LP),43
15529,Campeonato 2015 - Fecha 3,43,Gimnasia (LP),1,3,Estudiantes (LP),37
15530,Torneo de Transicion 2014 - Fecha 8,37,Estudiantes (LP),0,0,Gimnasia (LP),43
15531,Torneo Final 2014 - Fecha 8,43,Gimnasia (LP),0,1,Estudiantes (LP),37
15532,Torneo Inicial 2013 - Fecha 8,37,Estudiantes (LP),1,1,Gimnasia (LP),43
15533,Torneo Clausura 2011 - Fecha 4,43,Gimnasia (LP),0,2,Estudiantes (LP),37
15534,Torneo Apertura 2010 - Fecha 4,37,Estudiantes (LP),2,0,Gimnasia (LP),43
15535,Torneo Clausura 2010 - Fecha 2,43,Gimnasia (LP),3,1,Estudiantes (LP),37
15536,Torneo Apertura 2009 - Fecha 2,37,Estudiantes (LP),3,0,Gimnasia (LP),43
15537,Torneo Clausura 2009 - Fecha 8,43,Gimnasia (LP),1,1,Estudiantes (LP),37
15538,Torneo Apertura 2008 - Fecha 8,37,Estudiantes (LP),3,1,Gimnasia (LP),43
15539,Torneo Clausura 2008 - Fecha 15,43,Gimnasia (LP),1,2,Estudiantes (LP),37
15540,Torneo Apertura 2007 - Fecha 15,37,Estudiantes (LP),1,0,Gimnasia (LP),43
15541,Torneo Clausura 2007 - Fecha 11,43,Gimnasia (LP),1,2,Estudiantes (LP),37
15542,Torneo Apertura 2006 - Fecha 11,37,Estudiantes (LP),7,0,Gimnasia (LP),43
15543,Torneo Clausura 2006 - Fecha 4,43,Gimnasia (LP),1,1,Estudiantes (LP),37
15544,Torneo Apertura 2005 - Fecha 4,37,Estudiantes (LP),1,0,Gimnasia (LP),43
15545,Torneo Clausura 2005 - Fecha 16,43,Gimnasia (LP),4,1,Estudiantes (LP),37
15546,Torneo Apertura 2004 - Fecha 16,37,Estudiantes (LP),0,0,Gimnasia (LP),43
15547,Torneo Clausura 2004 - Fecha 8,43,Gimnasia (LP),2,2,Estudiantes (LP),37
15548,Torneo Apertura 2003 - Fecha 8,37,Estudiantes (LP),1,0,Gimnasia (LP),43
15549,Torneo Clausura 2003 - Fecha 10,37,Estudiantes (LP),2,4,Gimnasia (LP),43
15550,Torneo Apertura 2002 - Fecha 10,43,Gimnasia (LP),3,1,Estudiantes (LP),37
15551,Torneo Clausura 2002 - Fecha 2,37,Estudiantes (LP),3,2,Gimnasia (LP),43
15552,Torneo Apertura 2001 - Fecha 2,43,Gimnasia (LP),1,1,Estudiantes (LP),37
15553,Torneo Clausura 2001 - Fecha 6,37,Estudiantes (LP),2,1,Gimnasia (LP),43
15554,Torneo Apertura 2000 - Fecha 6,43,Gimnasia (LP),3,2,Estudiantes (LP),37
15555,Torneo Clausura 2000 - Fecha 7,37,Estudiantes (LP),1,2,Gimnasia (LP),43
15556,Torneo Apertura 1999 - Fecha 7,43,Gimnasia (LP),0,0,Estudiantes (LP),37
15557,Torneo Clausura 1999 - Fecha 14,43,Gimnasia (LP),0,0,Estudiantes (LP),37
15558,Torneo Apertura 1998 - Fecha 14,37,Estudiantes (LP),2,2,Gimnasia (LP),43
15559,Torneo Clausura 1998 - Fecha 2,43,Gimnasia (LP),3,0,Estudiantes (LP),37
15560,Torneo Apertura 1997 - Fecha 2,37,Estudiantes (LP),2,2,Gimnasia (LP),43
15561,Torneo Clausura 1997 - Fecha 15,37,Estudiantes (LP),1,0,Gimnasia (LP),43
15562,Torneo Apertura 1996 - Fecha 15,43,Gimnasia (LP),0,0,Estudiantes (LP),37
15563,Torneo Clausura 1996 - Fecha 19,37,Estudiantes (LP),1,1,Gimnasia (LP),43
15564,Torneo Apertura 1995 - Fecha 19,43,Gimnasia (LP),0,3,Estudiantes (LP),37
15565,Torneo Clausura 1994 - Fecha 10,43,Gimnasia (LP),2,1,Estudiantes (LP),37
15566,Torneo Apertura 1993 - Fecha 10,37,Estudiantes (LP),0,2,Gimnasia (LP),43
15567,Torneo Clausura 1993 - Fecha 4,43,Gimnasia (LP),0,0,Estudiantes (LP),37
15568,Torneo Apertura 1992 - Fecha 4,37,Estudiantes (LP),1,1,Gimnasia (LP),43
15569,Torneo Clausura 1992 - Fecha 7,37,Estudiantes (LP),0,1,Gimnasia (LP),43
15570,Torneo Apertura 1991 - Fecha 7,43,Gimnasia (LP),2,0,Estudiantes (LP),37
15571,Torneo Clausura 1991 - Fecha 19,43,Gimnasia (LP),0,2,Estudiantes (LP),37
15572,Campeonato 1990/91 - Fecha 19,37,Estudiantes (LP),0,0,Gimnasia (LP),43
15573,Campeonato 1989/90 - Fecha 32,43,Gimnasia (LP),1,1,Estudiantes (LP),37
15574,Campeonato 1989/90 - Fecha 13,37,Estudiantes (LP),0,0,Gimnasia (LP),43
15575,Campeonato 1988/89 - Fecha 34,37,Estudiantes (LP),1,1,Gimnasia (LP),43
15576,Campeonato 1988/89 - Fecha 15,43,Gimnasia (LP),2,0,Estudiantes (LP),37
15577,Campeonato 1987/88 - Fecha 25,43,Gimnasia (LP),2,2,Estudiantes (LP),37
15578,Campeonato 1987/88 - Fecha 6,37,Estudiantes (LP),1,1,Gimnasia (LP),43
15579,Campeonato 1986/87  - Fecha 27,37,Estudiantes (LP),0,0,Gimnasia (LP),43
15580,Campeonato 1986/87  - Fecha 8,43,Gimnasia (LP),2,1,Estudiantes (LP),37
15581,Campeonato 1985/86  - Fecha 30,43,Gimnasia (LP),1,0,Estudiantes (LP),37
15582,Campeonato 1985/86  - Fecha 11,37,Estudiantes (LP),1,0,Gimnasia (LP),43
15583,Metropolitano 1978 - Fecha 22,37,Estudiantes (LP),1,1,Gimnasia (LP),43
15584,Metropolitano 1978 - Fecha 1,43,Gimnasia (LP),1,0,Estudiantes (LP),37
15585,Metropolitano 1977 - Fecha 29,37,Estudiantes (LP),1,1,Gimnasia (LP),43
15586,Metropolitano 1977 - Fecha 6,43,Gimnasia (LP),3,3,Estudiantes (LP),37
15587,Metropolitano 1976 - Ronda Final,37,Estudiantes (LP),2,0,Gimnasia (LP),43
15588,Metropolitano 1976 - Fecha Intergrupo,37,Estudiantes (LP),2,1,Gimnasia (LP),43
15589,Metropolitano 1976 - Fecha Intergrupo,43,Gimnasia (LP),1,1,Estudiantes (LP),37
15590,Nacional 1976 - Fecha Intergrupo,37,Estudiantes (LP),0,1,Gimnasia (LP),43
15591,Nacional 1976 - Fecha Intergrupo,43,Gimnasia (LP),1,2,Estudiantes (LP),37
15592,Metropolitano 1975 - Fecha 25,43,Gimnasia (LP),1,1,Estudiantes (LP),37
15593,Metropolitano 1975 - Fecha 6,37,Estudiantes (LP),3,3,Gimnasia (LP),43
15594,Nacional 1975 - Fecha Intergrupo,43,Gimnasia (LP),1,1,Estudiantes (LP),37
15595,Nacional 1975 - Fecha Intergrupo,37,Estudiantes (LP),2,1,Gimnasia (LP),43
15596,Metropolitano 1974 - Fecha Intergrupo,43,Gimnasia (LP),1,0,Estudiantes (LP),37
15597,Metropolitano 1974 - Fecha Intergrupo,37,Estudiantes (LP),2,1,Gimnasia (LP),43
15598,Nacional 1974 - Fecha Intergrupo,43,Gimnasia (LP),2,1,Estudiantes (LP),37
15599,Nacional 1974 - Fecha Intergrupo,37,Estudiantes (LP),2,0,Gimnasia (LP),43
15600,Metropolitano 1973 - Fecha 31,43,Gimnasia (LP),1,1,Estudiantes (LP),37
15601,Metropolitano 1973 - Fecha 14,37,Estudiantes (LP),1,3,Gimnasia (LP),43
15602,Nacional 1973 - Fecha Intergrupo,43,Gimnasia (LP),1,1,Estudiantes (LP),37
15603,Metropolitano 1972 - Fecha 24,43,Gimnasia (LP),1,2,Estudiantes (LP),37
15604,Metropolitano 1972 - Fecha 7,37,Estudiantes (LP),0,0,Gimnasia (LP),43
15605,Nacional 1972 - Fecha Intergrupo,43,Gimnasia (LP),4,1,Estudiantes (LP),37
15606,Nacional 1972 - Grupo Reclasificatorio,43,Gimnasia (LP),2,2,Estudiantes (LP),37
15607,Metropolitano 1971 - Fecha 34,37,Estudiantes (LP),2,1,Gimnasia (LP),43
15608,Metropolitano 1971 - Fecha 15,43,Gimnasia (LP),1,0,Estudiantes (LP),37
15609,Nacional 1971 - Fecha Intergrupo,37,Estudiantes (LP),5,1,Gimnasia (LP),43
15610,Metropolitano 1970 - Fecha 8,37,Estudiantes (LP),1,1,Gimnasia (LP),43
15611,Nacional 1970 - Fecha Intergrupo,43,Gimnasia (LP),4,1,Estudiantes (LP),37
15612,Nacional 1970 - Fecha Intergrupo,37,Estudiantes (LP),4,1,Gimnasia (LP),43
15613,Metropolitano 1969 - Fecha Intergrupo,37,Estudiantes (LP),1,0,Gimnasia (LP),43
15614,Metropolitano 1969 - Fecha Intergrupo,43,Gimnasia (LP),2,0,Estudiantes (LP),37
15615,Metropolitano 1968 - Fecha Intergrupo,43,Gimnasia (LP),1,6,Estudiantes (LP),37
15616,Metropolitano 1968 - Fecha Intergrupo,37,Estudiantes (LP),3,3,Gimnasia (LP),43
15617,Metropolitano 1967 - Fecha Intergrupo,37,Estudiantes (LP),3,0,Gimnasia (LP),43
15618,Metropolitano 1967 - Fecha Intergrupo,43,Gimnasia (LP),0,0,Estudiantes (LP),37
15619,Campeonato 1966 - Fecha 26,37,Estudiantes (LP),0,0,Gimnasia (LP),43
15620,Campeonato 1966 - Fecha 7,43,Gimnasia (LP),0,0,Estudiantes (LP),37
15621,Campeonato 1965 - Fecha 28,37,Estudiantes (LP),3,1,Gimnasia (LP),43
15622,Campeonato 1965 - Fecha 11,43,Gimnasia (LP),1,1,Estudiantes (LP),37
15623,Campeonato 1964 - Fecha 20,37,Estudiantes (LP),1,1,Gimnasia (LP),43
15624,Campeonato 1964 - Fecha 5,43,Gimnasia (LP),3,1,Estudiantes (LP),37
15625,Campeonato 1963 - Fecha 15,43,Gimnasia (LP),5,2,Estudiantes (LP),37
15626,Campeonato 1963 - Fecha 2,37,Estudiantes (LP),2,1,Gimnasia (LP),43
15627,Campeonato 1962 - Fecha 23,37,Estudiantes (LP),0,2,Gimnasia (LP),43
15628,Campeonato 1962 - Fecha 8,43,Gimnasia (LP),0,1,Estudiantes (LP),37
15629,Campeonato 1961 - Fecha 20,37,Estudiantes (LP),2,1,Gimnasia (LP),43
15630,Campeonato 1961 - Fecha 5,43,Gimnasia (LP),1,1,Estudiantes (LP),37
15631,Campeonato 1960 - Fecha 29,43,Gimnasia (LP),2,0,Estudiantes (LP),37
15632,Campeonato 1960 - Fecha 14,37,Estudiantes (LP),0,2,Gimnasia (LP),43
15633,Campeonato 1959 - Fecha 20,37,Estudiantes (LP),3,2,Gimnasia (LP),43
15634,Campeonato 1959 - Fecha 5,43,Gimnasia (LP),1,2,Estudiantes (LP),37
15635,Campeonato 1958 - Fecha 20,43,Gimnasia (LP),1,2,Estudiantes (LP),37
15636,Campeonato 1958 - Fecha 5,37,Estudiantes (LP),1,2,Gimnasia (LP),43
15637,Campeonato 1957 - Fecha 30,37,Estudiantes (LP),2,2,Gimnasia (LP),43
15638,Campeonato 1957 - Fecha 15,43,Gimnasia (LP),0,1,Estudiantes (LP),37
15639,Campeonato 1956 - Fecha 17,37,Estudiantes (LP),2,3,Gimnasia (LP),43
15640,Campeonato 1956 - Fecha 2,43,Gimnasia (LP),2,2,Estudiantes (LP),37
15641,Campeonato 1955 - Fecha 26,43,Gimnasia (LP),1,1,Estudiantes (LP),37
15642,Campeonato 1955 - Fecha 11,37,Estudiantes (LP),2,1,Gimnasia (LP),43
15643,Campeonato 1953 - Fecha 17,43,Gimnasia (LP),2,0,Estudiantes (LP),37
15644,Campeonato 1953 - Fecha 2,37,Estudiantes (LP),1,2,Gimnasia (LP),43
15645,Campeonato 1951 - Fecha 31,43,Gimnasia (LP),1,2,Estudiantes (LP),37
15646,Campeonato 1951 - Fecha 14,37,Estudiantes (LP),2,2,Gimnasia (LP),43
15647,Campeonato 1950 - Fecha 31,43,Gimnasia (LP),2,2,Estudiantes (LP),37
15648,Campeonato 1950 - Fecha 14,37,Estudiantes (LP),1,1,Gimnasia (LP),43
15649,Campeonato 1949 - Fecha 20,43,Gimnasia (LP),1,0,Estudiantes (LP),37
15650,Campeonato 1949 - Fecha 3,37,Estudiantes (LP),1,1,Gimnasia (LP),43
15651,Campeonato 1948 - Fecha 19,37,Estudiantes (LP),6,1,Gimnasia (LP),43
15652,Campeonato 1948 - Fecha 4,43,Gimnasia (LP),2,2,Estudiantes (LP),37
15653,Campeonato 1945 - Fecha 30,37,Estudiantes (LP),3,1,Gimnasia (LP),43
15654,Campeonato 1945 - Fecha 15,43,Gimnasia (LP),2,4,Estudiantes (LP),37
15655,Campeonato 1943 - Fecha 24,43,Gimnasia (LP),2,0,Estudiantes (LP),37
15656,Campeonato 1943 - Fecha 9,37,Estudiantes (LP),2,1,Gimnasia (LP),43
15657,Campeonato 1942 - Fecha 28,37,Estudiantes (LP),1,0,Gimnasia (LP),43
15658,Campeonato 1942 - Fecha 13,43,Gimnasia (LP),1,1,Estudiantes (LP),37
15659,Campeonato 1941 - Fecha 24,37,Estudiantes (LP),3,1,Gimnasia (LP),43
15660,Campeonato 1941 - Fecha 9,43,Gimnasia (LP),1,2,Estudiantes (LP),37
15661,Campeonato 1940 - Fecha 29,43,Gimnasia (LP),1,4,Estudiantes (LP),37
15662,Campeonato 1940 - Fecha 12,37,Estudiantes (LP),2,1,Gimnasia (LP),43
15663,Campeonato 1939 - Fecha 33,43,Gimnasia (LP),1,3,Estudiantes (LP),37
15664,Campeonato 1939 - Fecha 16,37,Estudiantes (LP),0,2,Gimnasia (LP),43
15665,Campeonato 1938 - Fecha 22,37,Estudiantes (LP),1,2,Gimnasia (LP),43
15666,Campeonato 1938 - Fecha 5,43,Gimnasia (LP),2,2,Estudiantes (LP),37
15667,Campeonato 1937 - Fecha 25,43,Gimnasia (LP),1,0,Estudiantes (LP),37
15668,Campeonato 1937 - Fecha 7,37,Estudiantes (LP),0,2,Gimnasia (LP),43
15669,Campeonato 1936 - Fecha 16,43,Gimnasia (LP),3,2,Estudiantes (LP),37
15670,Copa de Honor 1936 - Fecha 16,37,Estudiantes (LP),3,2,Gimnasia (LP),43
15671,Campeonato 1935 - Fecha 33,43,Gimnasia (LP),2,1,Estudiantes (LP),37
15672,Campeonato 1935 - Fecha 16,37,Estudiantes (LP),2,1,Gimnasia (LP),43
15673,Campeonato 1934 - Fecha 32,37,Estudiantes (LP),1,1,Gimnasia (LP),43
15674,Campeonato 1934 - Fecha 24,37,Estudiantes (LP),2,3,Gimnasia (LP),43
15675,Campeonato 1934 - Fecha 11,43,Gimnasia (LP),0,1,Estudiantes (LP),37
15676,Campeonato 1933 - Fecha 18,43,Gimnasia (LP),1,0,Estudiantes (LP),37
15677,Campeonato 1933 - Fecha 1,37,Estudiantes (LP),0,2,Gimnasia (LP),43
15678,Campeonato 1932 - Fecha 18,43,Gimnasia (LP),2,3,Estudiantes (LP),37
15679,Campeonato 1932 - Fecha 1,37,Estudiantes (LP),6,1,Gimnasia (LP),43
15680,Campeonato 1931 - Fecha 21,37,Estudiantes (LP),2,3,Gimnasia (LP),43
15681,Campeonato 1931 - Fecha 4,43,Gimnasia (LP),1,1,Estudiantes (LP),37
15682,Torneo Nacional 1982 - Torneo Nacional,37,Estudiantes (LP),3,1,Gimnasia (M),44
15683,Torneo Nacional 1982 - Torneo Nacional,44,Gimnasia (M),2,0,Estudiantes (LP),37
15684,Nacional 1975 - Grupo A,37,Estudiantes (LP),0,0,Gimnasia (M),44
15685,Nacional 1975 - Grupo A,44,Gimnasia (M),1,2,Estudiantes (LP),37
15686,Nacional 1972 - Grupo B,37,Estudiantes (LP),1,1,Gimnasia (M),44
15687,Nacional 1971 - Grupo B,44,Gimnasia (M),2,1,Estudiantes (LP),37
15688,Torneo Clausura 1998 - Fecha 4,45,Gimnasia (S),1,2,Estudiantes (LP),37
15689,Torneo Apertura 1997 - Fecha 4,37,Estudiantes (LP),3,1,Gimnasia (S),45
15690,Torneo Clausura 1994 - Fecha 14,45,Gimnasia (S),3,2,Estudiantes (LP),37
15691,Torneo Apertura 1993 - Fecha 14,37,Estudiantes (LP),0,0,Gimnasia (S),45
15692,Superliga 2019/20 - Fecha 4,46,Godoy Cruz,2,1,Estudiantes (LP),37
15693,Superliga 2018/19 - Fecha 1,46,Godoy Cruz,1,0,Estudiantes (LP),37
15694,Superliga 2017/18 - Fecha 20,37,Estudiantes (LP),0,1,Godoy Cruz,46
15695,Campeonato 2016/17 - Fecha 29,46,Godoy Cruz,0,2,Estudiantes (LP),37
15696,Torneo 2016 - Desempate para Libertadores,46,Godoy Cruz,0,1,Estudiantes (LP),37
15697,Campeonato 2015 - Fecha 2,37,Estudiantes (LP),2,1,Godoy Cruz,46
